Main_Atlas_Number,Main_Display_Name,References,URL_Atlas,URL_Wiki,URL_NMR_Resource,NMR_URL,Record_URL
1133,"Foilnageragh (Faill na Gcaoireach), Kerry (Iveragh Peninsula) (Dromgour  (Goats Ridge))","O'Sullivan, A and Sheehan, J. 1996.  Iveragh Peninsula: An Archaeological Survey of South Kerry. Cork University Press. Cork  Redmond, M. 1995. A survey of the promontory forts of the Kerry peninsulas. Journal of the Kerry Archaeological and Historical Society 28, 5-63.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1133,http://www.wikidata.org/entity/Q31119631,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1133.html
1134,"Reencaheragh (Rinn Chathrach), Kerry (Caisleán Rinn Chathrach; Doon Point)","O'Sullivan, A and Sheehan, J. 1996.  Iveragh Peninsula: An Archaeological Survey of South Kerry. Cork University Press. Cork  Redmond, M. 1995. A survey of the promontory forts of the Kerry peninsulas. Journal of the Kerry Archaeological and Historical Society 28, 5-63.  Westropp, T.J. 1912. Notes on the promontory forts and similar structures of County Kerry. Journal of the Royal Society of Antiquaries of Ireland 42, 285-324",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1134,http://www.wikidata.org/entity/Q31082232,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1134.html
1135,"Reencaheragh (Rinn Chathrach), Kerry","O'Sullivan, A and Sheehan, J. 1996.  Iveragh Peninsula: An Archaeological Survey of South Kerry. Cork University Press. Cork  Redmond, M. 1995. A survey of the promontory forts of the Kerry peninsulas. Journal of the Kerry Archaeological and Historical Society 28, 5-63.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1135,http://www.wikidata.org/entity/Q31082240,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1135.html
1136,"Ballyickeen Commons (Coimên Bhaile Cên), Kerry (Doonbinnia)","O'Sullivan, A and Sheehan, J. 1996.  Iveragh Peninsula: An Archaeological Survey of South Kerry. Cork University Press. Cork  Redmond, M. 1995. A survey of the promontory forts of the Kerry peninsulas. Journal of the Kerry Archaeological and Historical Society 28, 5-63.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1136,http://www.wikidata.org/entity/Q31082249,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1136.html
1137,"Ballymacadoyle (Baile Mhic and Daill), Kerry (Doon; An Dún)","Cuppage, J 1986 «Corca Dhuibhne. Dingle Peninsula archaeological survey. Ballyferriter. Oidhreacht Chorca Dhuibhne (1986), no. 262  O'Sullivan, A and Sheehan, J. 1996.  Iveragh Peninsula: An Archaeological Survey of South Kerry. Cork University Press. Cork  Redmond, M. 1995. A survey of the promontory forts of the Kerry peninsulas. Journal of the Kerry Archaeological and Historical Society 28, 5-63.  Twohig, E. 1987. Pitt-Rivers in Munster 1862-65/6. Journal of the Cork Historical and Archaeological Society 92, 34-46.  Westropp, T.J. 1910. Promontory forts and similar structures of County Kerry. Journal of the Royal Society of Antiquaries of Ireland 40, 179-213, 265-196.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1137,http://www.wikidata.org/entity/Q31082255,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1137.html
1138,"Ballymore West (Baile Móir Thiar), Kerry (Fail na Mná)","Cuppage, J. et al. 1986. Archaeological Survey of the Dingle Peninsula. Ballyferriter  O'Sullivan, A and Sheehan, J. 1996.  Iveragh Peninsula: An Archaeological Survey of South Kerry. Cork University Press. Cork  Redmond, M. 1995. A survey of the promontory forts of the Kerry peninsulas. Journal of the Kerry Archaeological and Historical Society 28, 5-63.  Westropp, T.J. 1910. Promontory forts and similar structures of County Kerry. Journal of the Royal Society of Antiquaries of Ireland 40, 179-213, 265-196.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1138,http://www.wikidata.org/entity/Q31082258,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1138.html
1139,"Ballymore West (Baile Móir Thiar), Kerry (An Dúinín)","Cuppage, J. et al. 1986. Archaeological Survey of the Dingle Peninsula. Ballyferriter  O'Sullivan, A and Sheehan, J. 1996.  Iveragh Peninsula: An Archaeological Survey of South Kerry. Cork University Press. Cork  Redmond, M. 1995. A survey of the promontory forts of the Kerry peninsulas. Journal of the Kerry Archaeological and Historical Society 28, 5-63.  Westropp, T.J. 1910. Promontory forts and similar structures of County Kerry. Journal of the Royal Society of Antiquaries of Ireland 40, 179-213, 265-196.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1139,http://www.wikidata.org/entity/Q31082262,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1139.html
1140,"Ballynahow (Baile na Habha), Kerry (Doonore; An Dún Rua)","Cuppage, J. et al. 1986. Archaeological Survey of the Dingle Peninsula. Ballyferriter  O'Sullivan, A and Sheehan, J. 1996.  Iveragh Peninsula: An Archaeological Survey of South Kerry. Cork University Press. Cork  Redmond, M. 1995. A survey of the promontory forts of the Kerry peninsulas. Journal of the Kerry Archaeological and Historical Society 28, 5-63.  Westropp, T.J. 1910. Promontory forts and similar structures of County Kerry. Journal of the Royal Society of Antiquaries of Ireland 40, 179-213, 265-196",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1140,http://www.wikidata.org/entity/Q31082265,NA,NA,http://hillforts.arch.ox.ac.uk/records/IR1140.html
1141,"Hepburn Bell, Northumberland","Gates, T. and Deegan, A. 2009. Monuments in the Landscape in Passmore, D.G. and Waddington, C. (eds). Managing Archaeological Landscapes in Northumberland. Till-Tweed Studies, Vol 1. Oxbow, 125-71.  Hogg, A.H.A. 1947. A new list of the native sites of Northumberland. Proc Soc Antiq Newcastle (4th Series) 11, 159",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1141,http://www.wikidata.org/entity/Q31111484,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN1141.html
1142,"Shipman Head, Isles of Scilly","Ashbee, P. 1974. Ancient Scilly: from the first farmers to the early Christians: an introduction and survey, Newton Abott, David and Charles, 203-4, 212, 321.  Brown, I.W. 2009. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press, 186.  O'Neil, B.H. St J. 1961. Isles of Scilly, MOW Guide, 16.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1142,http://www.wikidata.org/entity/Q31077713,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN1142.html
1143,"Burnt Hill, St Martin's, Isles of Scilly","Ashbee, P. 1974. Ancient Scilly: from the first farmers to the early Christians: an introduction and survey, Newton Abott, David and Charles, 321.  Lewis, H.A. 1948. St Martin's, St Helen's and Tean, 9.  O'Neil, B.H. St J. 1961. Isles of Scilly, MOW Guide. 16.  Russell, V. 1980. Isles of Scilly Survey, 47.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1143,http://www.wikidata.org/entity/Q31077678,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN1143.html
1144,"Giant's Castle, St Mary's, Isles of Scilly","Ashbee, P. 1974. Ancient Scilly: from the first farmers to the early Christians: an introduction and survey, Newton Abott, David and Charles, 211-12, 221, 218, 321.  Borlase, W. 1756. Observations on the Ancient and Present State of the Islands of Scilly, 17.  Cotton, M.A. 1958-9. Cornish Cliff Castles, Proc West  Cornwall Fld Club, 2, 3, 119.  Gray, A. 1972. Prehistoric Habitation Sites on the Isles of Scilly, Cornish Archaeol, 11, 38.  Hencken, HO. 1932. The Archaeology of Cornwall and Scilly, 31, 308.  Johns C. 2012. Isles of Scilly Historic Environment Research Framework: resource assessment and research agenda, Report No 12R070, Cornwall Archaeological Unit, Cornwall County Council.  O'Neil, B.H. St J. 1961. Isles of Scilly, MOW Guide. 15.  Page, W. ed. 1906. The Victoria History of the County of Cornwall, 1, London: James Street, 459-60.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1144,http://www.wikidata.org/entity/Q31077741,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN1144.html
1145,"Arran, Glenashdale, North Ayrshire","Balfour, J A (ed.) (1910) The book of Arran, vol.1. Glasgow",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1145,http://www.wikidata.org/entity/Q31095914,Canmore,https://canmore.org.uk/site/40101,http://hillforts.arch.ox.ac.uk/records/SC1145.html
1146,"Arran, Dippen, North Ayrshire","McLellan, R (1970) Isle of Arran. (p 81)  Cressey, M. & Badger, S. (2004) 'Coastal Zone Assessment Survey: Kintyre & Isle of Arran', CFA Archaeology Ltd",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1146,http://www.wikidata.org/entity/Q31095835,Canmore,https://canmore.org.uk/site/40109,http://hillforts.arch.ox.ac.uk/records/SC1146.html
1147,"Arran, Dippen, North Ayrshire","Balfour, J A (ed.) (1910) The book of Arran, vol.1. Glasgow",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1147,http://www.wikidata.org/entity/Q31095847,Canmore,https://canmore.org.uk/site/40132,http://hillforts.arch.ox.ac.uk/records/SC1147.html
1148,"Arran, Clauchlands, 'Dun Fionn', North Ayrshire","Balfour, J A (ed.) (1910) The book of Arran, vol.1. Glasgow Headrick, J (1807) View of the mineralogy, agriculture, manufactures and fisheries of the island of Arran, with notices of antiquities and suggestions for improving the agriculture and fisheries of the highlands and islands of Scotland, Edinburgh McArthur, J (1873) The antiquities of Arran with a historical sketch of the island embracing an account of the Sudreyjar under the Norsemen, Edinburgh McLellan, R (1970) Isle of Arran (p 79)",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1148,http://www.wikidata.org/entity/Q31095929,Canmore,https://canmore.org.uk/site/40197,http://hillforts.arch.ox.ac.uk/records/SC1148.html
1149,"Arran, An Cnap, North Ayrshire","Paton, V A N (1928) 'Notes on a vitrified fort at ""An-Cnap"", Sannox, Arran, and vitrified stones at Mid Sannox, Arran, and at Pennymore, Furnace, Loch Fyne'. Proc Soc Antiq Scot 62 (1927-8), 239-45",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1149,http://www.wikidata.org/entity/Q31095953,Canmore,https://canmore.org.uk/site/40219,http://hillforts.arch.ox.ac.uk/records/SC1149.html
1150,"Arran, North Sannox, Torr An T' Sean Chaisteil, North Ayrshire","Balfour, J A (ed.) (1910) The book of Arran, vol.1. Glasgow",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1150,http://www.wikidata.org/entity/Q31095964,Canmore,https://canmore.org.uk/site/40220,http://hillforts.arch.ox.ac.uk/records/SC1150.html
1151,"Bute, Ardnahoe, Argyll & Bute","Hewison, Rev. J K (1892-93) 'On the Prehistoric forts of the Island of Bute'. PSAS 27 (1893-3), 281-93",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1151,http://www.wikidata.org/entity/Q31088393,Canmore,https://canmore.org.uk/site/40242,http://hillforts.arch.ox.ac.uk/records/SC1151.html
1152,"Bute, Loch Quien, Argyll & Bute","Maxwell, G S (1980) 'Aerial reconnaissance in Bute 1977', Trans Buteshire Natur Hist Soc 21 (1980), 24, 25 pl.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1152,http://www.wikidata.org/entity/Q31088418,Canmore,https://canmore.org.uk/site/40246,http://hillforts.arch.ox.ac.uk/records/SC1152.html
1153,"Bute, Dun Scalpsie, Argyll & Bute","Duffy, P R J (2012) One Island, Many Voices: Bute, Archaeology and the Discover Bute Landscape Partnership Scheme, Donington (pp 50,51,55,59,75,76) Geddes and Hale, G F and A G C (2010) RCAHMS: The Archaeological Landscape of Bute, Edinburgh Hewison, Rev. J K (1892-93) 'On the Prehistoric forts of the Island of Bute'. PSAS 27 (1893-3), 281-93 MacCallum, R E (1959) 'Dun Scalpsie'. Disc Exc Scot 1959, 21  MacCallum, R E (1963) 'Report on the excavation at Dun Scalpsie, Isle of Bute, July, 1959', Trans Buteshire Natur Hist Soc 15 (1963), 45-52",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1153,http://www.wikidata.org/entity/Q31088448,Canmore,https://canmore.org.uk/site/40254,http://hillforts.arch.ox.ac.uk/records/SC1153.html
1154,"Moel Hiraddug, Denbighshire (Moel Hiraddug Camp)","Brassil, K.S, Guilbert, G.C, Livens, R.G, Stead, W.H. and the late Bevan-Evans, M. 1982. Rescue excavations at Moel Hiraddug between 1960 and 1980, J Flintshire Hist Soc, 30,13-88.  Brown, I. 2004. Discovering a Welsh landscape. Archaeology in the Clwydian Range, Bollington: Windgather Press.  Burnham, H. 1995. A guide to ancient and historic Wales - Clwyd and Powys, London: HMSO, 193.  Davies, Canon Ellis 1949. Prehistoric and Roman remains of Flintshire, Cardiff: William Lewis.  Gale, F. 1991. The Iron Age, in eds Manley, J., Grenter, S. and Gale, F., The archaeology of Clwyd, Mold: Clwyd Archaeology Service, Clwyd County Council.  Hemp, W.J. 1928. A La Tene shield from Moel Hiraddug, Flintshire, Arch Camb, 83 (1928), 253-84.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1154,http://www.wikidata.org/entity/Q31118685,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1154.html
1155,"Penycloddiau, Denbighshire (Pen y Cloddiau)","Brown, I. 2004. Discovering a Welsh landscape. Archaeology in the Clwydian Range, Bollington: Windgather Press.  Brown, I. 2009. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press/Oxbow Books.  Burnham, H. 1995.  A guide to ancient and historic Wales - Clwyd and Powys, London: HMSO, 58-9.  Davies, Canon Ellis 1949. Prehistoric and Roman remains of Flintshire, Cardiff: William Lewis.  Driver,T. 2011. The Hillforts, In ed Mrowiec, H., Heather and Hillforts of the Clwydian Range and Llantysilio Mountains, Ruthin: Heather and Hillforts Partnership Board, Denbighshire County Council.  Grant, I. Jones, N.W. and Caseldine, A.E. 2011. Penycloddiau cairn, Flintshire: Archaeological excavations 2008-9. Archaeol Wales, 51, 45-9.  Hubbard, E. 1986. The buildings of Wales. Clwyd (Denbighshire and Flintshire), London: Penguin Books.   Lewis, S. 1849. Topographical Dictionary of Wales, London: S. Lewis.   Mason, R.G.S. and Pope, R.E . 2015. Excavations at Penycloddiau Hillfort Flintshire, North Wales: Interim Report. University of Liverpool internal report.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1155,http://www.wikidata.org/entity/Q31118693,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1155.html
1156,"Moel Arthur, Flintshire","Brown, I. 2004. Discovering a Welsh landscape. Archaeology in the Clwydian Range, Bollington: Windgather Press, 52, 73.  Brown, I. 2009. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press/Oxbow Books.  Burnham, H. 1995. A guide to ancient and historic Wales - Clwyd and Powys, London: HMSO, 59.  Davies, Canon Ellis 1949. Prehistoric and Roman remains of Flintshire, Cardiff: William Lewis, 267-70.  Driver,T. 2011. The Hillforts, In ed Mrowiec, H., Heather and Hillforts of the Clwydian Range and Llantysilio Mountains, Ruthin: Heather and Hillforts Partnership Board, Denbighshire County Council.  Forde-Johnston, J. 1964. A hoard of flat axes from Moel Arthur, J Flintshire Hist Soc, 21, 99-100.  Wynne Ffloukes, Re. W. 1850. Castra Clwydiana No. II. Moel Gaer, Part of Moel Fama, Arch Camb, New Series, I, 174-87.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1156,http://www.wikidata.org/entity/Q31118595,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1156.html
1157,"Llwyn Bryn Dinas, Powys (Llwyn Bryn-Dinas)","CPAT 1994. Llwyn Bryn-dinas, Plate inset, Windows on the past - a review of recent discoveries by CPAT, Clwyd Powys Archaeological Trust.   Houlder C. 1978. Wales: an archaeological guide. The prehistoric, Roman and early medieval field monuments,London: Faber and Faber.  Musson, C. 2012. Montgomeryshire hillforts and enclosures from the air, in Britnell, W.J. and Silvester, R.J. (eds) Reflections on the past. Essays in honour of Frances Lynch. Cambrian Archaeological Association, 351-368.  Musson, C.R., Britnell, W.J., Northover, J.P. and Salter, C.J. 1992. Excavations and metal-working at Llwyn Bryn-dinas hillfort, Llangedwyn, Clwyd, Proc Prehist Soc, 58, 265-83.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1157,http://www.wikidata.org/entity/Q31061592,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1157.html
1158,"Cadzow, South Lanarkshire (Hamilton High Parks; High Parks Farm)","Archer, E (1986) 'Cadzow, earthwork'. Disc Exc Scot 1986, 36  Archer, E (1987) 'Cadzow, earthwork'. Disc Exc Scot 1987, 51  Archer and Henderson, E and B (1989) 'Cadzow earthwork (Hamilton parish), coin, foundations, post hole'. Disc Exc Scot 1989, 59  RCAHMS (1978) The Royal Commission on the Ancient and Historical Monuments of Scotland. Lanarkshire: an inventory of the prehistoric and Roman monuments. HMSO: Edinburgh Wallace and Talbot, M and E (1983) 'Cadzow, earthwork'. Disc Exc Scot 1983, 31",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1158,http://www.wikidata.org/entity/Q31104231,Canmore,https://canmore.org.uk/site/45727,http://hillforts.arch.ox.ac.uk/records/SC1158.html
1159,"Castell Dinas Brân, Denbighshire (Castle Dynas Bran)","Brown, I. 2009. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press/Oxbow Books.  Burnham, H. 1995.  A guide to ancient and historic Wales - Clwyd and Powys, London: HMSO, 141-42.  Davies, Canon Ellis 1929. The prehistoric and Roman remains of Denbighshire, Cardiff: William Lewis, 252.  Forde-Johnston, J. 1964. Fieldwork on the hillforts of North Wales, Flintshire Historical Society Publications, 21, 1-20.   Jones, W.B. 2001. Medieval earthworks at Dinas Bran, Llangollen, Arch Camb, 147, 234-39.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1159,http://www.wikidata.org/entity/Q31118705,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1159.html
1160,"Pen y Gaer, Trefor, Denbighshire","Davies, Canon Ellis 1929. The prehistoric and Roman remains of Denbighshire, Cardiff: William Lewis, 268.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1160,http://www.wikidata.org/entity/Q31118620,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1160.html
1161,"y Gardden, Ruabon, Wrexham (Gardden Camp, Caer Din; y Dref Fawr; Coed Cristionydd)","Brown, I. 2009. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press/Oxbow Books.  Gardner, W. 1937. Y Gardden hill-fort, Ruabon, Denbighshire, Arch Camb, 92, 151-58.  Davies, Canon Ellis 1929. The prehistoric and Roman remains of Denbighshire, Cardiff: William Lewis.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1161,http://www.wikidata.org/entity/Q31119250,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1161.html
1162,"Caer Estyn, Flintshire","Ellis Davies 1949. Prehistoric and Roman remains of Flintshire, Cardiff: William Lewis, 197-99.   Hayes, P. and Sandford Evans, J. 1960. Hope: Hill Fort of Caer Estyn,  Flintshire Hist Soc Publications, XVIII, 171-175.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1162,http://www.wikidata.org/entity/Q31118597,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1162.html
1164,"Moel Ffagnallt, Flintshire","Grant, I. and Jones, N.W. 2008. Defended enclosures in North-east Wales, 2007-08, Project Report, CPAT Report No 921, Welshpool: CPAT.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1164,http://www.wikidata.org/entity/Q31118592,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1164.html
1165,"Moel y Gaer, Rhosesmor, Flintshire (Moel-y-Gaer Camp)","Brown, I. 2009. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press/Oxbow Books.  Burnham, H. 1995. A guide to ancient and historic Wales - Clwyd and Powys, London: HMSO, 56-8.  Guilbert, G.C. 1973. Moel y Gaer Rhosesmor, Curr Archaeol, 37, 38-44.  Guilbert, G. C. 1974. Moel y Gaer (SJ211691). Archaeol Wales 14, 14.  Guilbert, G. C. 1975. Moel y Gaer (SJ211691). Archaeol Wales 15, 33.  Graeme Guilbert. 1975. Moel y Gaer, 1973: an area excavation on the defences. Antiquity 49, 109-117.  Guilbert, G.C. 1975. Planned hillfort interiors, Proc Prehist Soc, 41, 203-21.  Guilbert, G.C., 1976. Moel y Gaer. Archaeol Wales 16, 23.  Guilbert, G.C. 1976. Moel y Gaer (Rhosesmor) 1972-1973 an area excavation in the interior, in ed D.W. Harding, Hillforts. Later prehistoric earthworks in Britain and Ireland, London: Academic Press, 303-17.  Guilbert, G.C., 1979. 'Moel y Gaer', Archaeology in Wales 19, 15.  Guilbert, G.C., 1981, 'Moel y Gaer', Archaeology in Wales 21, 23.  Horn, J. Forthcoming. The dating of hillforts in Britain and Ireland. Unpublished PhD thesis, University of Edinburgh.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1165,http://www.wikidata.org/entity/Q31118600,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1165.html
1166,"Bryn-y-Gaer, Broughton, Wrexham (Bryn-y-Gaer Enclosure)","Davies, Canon Ellis 1929. Prehistoric and Roman remains of Denbighshire, Cardiff: William Lewis, 54.  Grant, I. and Jones, N.W. 2008. Defended enclosures in North-east Wales, 2007-08, Project Report, CPAT Report No 921, Welshpool: CPAT.  Guilbert, C.C. 1974. A section of the earthwork at Bryn y Gaer, Broughton, Trans Denbighshire Hist Soc, 23, 65-9.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1166,http://www.wikidata.org/entity/Q31119252,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1166.html
1167,"Pen y Corddyn Mawr, Conwy (Pen y Gorddyn; Pen-y-Corddyn-Mawr, Abergele; Pen-y-Corddyn Camp)","Brown, I. 2009. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press/Oxbow Books.   Burnham, H. 1995.  A guide to ancient and historic Wales - Clwyd and Powys, London: HMSO, 193.  Gale, F. 1991. The Iron Age, in eds Manley, J., Grenter, S. and Gale, F., The archaeology of Clwyd, Mold: Clwyd Archaeology Service, Clwyd County Council.  Gardner, W. 1910. Pen y corddyn, near Abergele, Arch Camb, 10, 79-156.  Sanderson, I. 1992. Exciting find helps throw light on 'Dark Ages', Clwyd Archaeology News, Winter 1992/3, 2.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1167,http://www.wikidata.org/entity/Q31119156,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1167.html
1168,"Dinorben, Conwy (Parc y Meirch)","Brown, I. 2009. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press/Oxbow Books.  Gale, F. 1991. The Iron Age, in eds Manley, J., Grenter, S. and Gale, F., The archaeology of Clwyd, Mold: Clwyd Archaeology Service, Clwyd County Council.  Gardner, W. and Savory, H.N. 1964. Dinorben: a hillfort occupied in the Early Iron Age and Roman times, Cardiff: National Museum of Wales.  Guilbert, G.C. 1980. Dinorben C14 dates, Current Arch, 6, 182-88.   Horn, J. Forthcoming. The dating of hillforts in Britain and Ireland. Unpublished PhD thesis, University of Edinburgh.  Houlder, C. 1973. Wales: an archaeological guide, the prehistoric, Roman and early medieval field monuments,London and Boston: Faber, 64.  Savory, H.N. 1971. Excavations at Dinorben , 1965-9, Cardiff: National Museum of Wales.  Wood, P. 2009. St George Quarry, Dinorben, near Abergele, Conwy (SH 9695 7515), Arch in Wales, 49 (2009), 58-60.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1168,http://www.wikidata.org/entity/Q31119114,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1168.html
1169,"Castell Cawr, Conwy","Brown, I. Beacons in the landscape. The hillforts of England and Wales, Oxford: Windgather Press/Oxbow Books.  Burnham, H. 1995. A guide to ancient and historic Wales - Clwyd and Powys, London: HMSO, 193.  Davies, Canon Ellis 1929. The prehistoric and Roman remains of Denbighshire, Cardiff: William Lewis, 35.   Forde-Johnston, J. 1964. Field work on the hillforts of North Wales, Flintshire Hist Soc Pubs, 21, 1-20.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1169,http://www.wikidata.org/entity/Q31119164,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1169.html
1170,"Crogals Castle, North Lanarkshire",RCAHMS (1978) The Royal Commission on the Ancient and Historical Monuments of Scotland. Lanarkshire: an inventory of the prehistoric and Roman monuments. HMSO: Edinburgh,https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1170,http://www.wikidata.org/entity/Q31096251,Canmore,https://canmore.org.uk/site/45784,http://hillforts.arch.ox.ac.uk/records/SC1170.html
1171,"Moel y Gaer, Llanbedr, Denbighshire","Brown, I. 2004. Discovering a Welsh landscape. Archaeology in the Clwydian Range, Bollington: Windgather Press.  Davies, Canon Ellis 1929: The prehistoric and Roman remains of Denbighshire, Cardiff: William Lewis.  Driver,T. 2011. The Hillforts, In ed Mrowiec, H., Heather and Hillforts of the Clwydian Range and Llantysilio Mountains, Ruthin: Heather and Hillforts Partnership Board, Denbighshire County Council.  Gale, F. 1991. The Iron Age, in eds Manley, J., Grenter, S. and Gale, F., The archaeology of Clwyd, Mold: Clwyd Archaeology Service, Clwyd County Council.  Gardner, W 1926. the native hillforts of North Wales and their defences, Arch Camb, 7th Series, 6, 221-82.  Karl, R. and Butler, H. 2009. Moel y Gaer, Llanbedr, Dyffryn, Clwyd. Excavations summer 2009. Preliminary report. University of Bangor, unpublished.  Wynne Ffloukes, Re. W. 1850. Castra Clwydiana No. II. Moel Gaer, Part of Moel Fama, Arch Camb, New Series, I, 174-87.                    Davies. 1929. 'Prehistoric & Roman Remains of Denbighshire', 186-9. Recorded as part of Uplands Initiative Survey. W B Horton, Hayman & Horton, 15/06/2007. RCAHMW, 16 September 2008.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C1171,http://www.wikidata.org/entity/Q31118712,NA,NA,http://hillforts.arch.ox.ac.uk/records/WA1171.html
