Main_Atlas_Number,Main_Display_Name,Main_X,Main_Y,Location_X,Location_Y,Location_Longitude,Location_Latitude,Density,Density_trans,Location_Current_County,Location_Historic_County,Location_Current_Parish
587,"Colwell Hill Camp, Northumberland (Camp Hill)",390720,593830,-239056,7408314,-2.14747551840621,55.2386102871845,2.6564572963002887e-12,-1.9999967402716088,Northumberland,Northumberland,Otterburn
588,"Fawdon Hill, Northumberland (Girsonfield)",389630,593990,-240965,7408590,-2.16462273931421,55.2400261241703,2.686055027523311e-12,-1.9999967221622814,Northumberland,Northumberland,Otterburn
589,"West Hills Camp, Northumberland",403793,602088,-216158,7422830,-1.9417807767502,55.3128913352371,2.440280376341994e-12,-1.9999968757206423,Northumberland,Northumberland,Rothbury
590,"Old Rothbury, Northumberland (Kimmer Nod)",404615,601980,-214717,7422639,-1.92883159426898,55.311914003158,2.408564090974367e-12,-1.9999968960901489,Northumberland,Northumberland,Rothbury
591,"Fallowfield, Northumberland",392460,568650,-235934,7364267,-2.11943513412348,55.0123694069554,1.938266558346389e-12,-1.9999972155671613,Northumberland,Northumberland,Wall
592,"Wall Crags, Northumberland",392010,569030,-236719,7364929,-2.1264826762422,55.0157770910589,1.956731195581503e-12,-1.9999972023358346,Northumberland,Northumberland,Wall
593,"Warden Hill, Northumberland (Warden Law)",390423,567863,-239477,7362887,-2.15126171161457,55.005261760763,1.951150520551526e-12,-1.9999972063282079,Northumberland,Northumberland,Warden
594,"Camp House, Northumberland",413980,582180,-198400,7387881,-1.78226050969315,55.1338172500696,1.7111148814084899e-12,-1.9999973838082017,Northumberland,Northumberland,Walton
595,"Tosson Burgh, Northumberland (Burgh Hill Camp)",402346,600481,-218697,7420008,-1.96459168508176,55.2984597541759,2.461882190362685e-12,-1.9999968619227604,Northumberland,Northumberland,Whitton and Tosson
596,"The Kettles, Northumberland (Maiden Castle; Greenside Camp; Cauterdale)",398470,627300,-225510,7467274,-2.02579397096584,55.5394501888006,2.9478829956455862e-12,-1.9999965661199814,Northumberland,Northumberland,Wooler
598,"Porth Joke, Inner Kelsey, Cornwall (Kelsey Head, Cubert)",176845,60708,-572381,6516487,-5.14179004162842,50.4037067907636,4.338872442978179e-13,-1.9999986825976404,Cornwall,Cornwall,Cubert
599,"Caer Bran, Cornwall (Caerbran Castle; Hill Castle)",140750,29030,-626401,6464405,-5.627055733333,50.1045701830479,2.292385619828507e-13,-1.9999990424227196,Cornwall,Cornwall,Sancreed
600,"Kilcobben Cove, Cornwall",171685,12530,-577231,6440927,-5.18535164584922,49.969102822791,3.097683759779717e-13,-1.9999988868632141,Cornwall,Cornwall,Landewednack
601,"Castle An Dinas, St Columb Major, Cornwall (Castle-An-Dinas)",194546,62369,-544792,6520221,-4.89394925828135,50.4250829600027,5.152552991813435e-13,-1.999998564374284,Cornwall,Cornwall,St Columb Major
602,"Ashbury Camp, Cornwall (Ash Bury (Camp); Ashbury)",222800,97491,-502424,6577163,-4.51335261794389,50.7498454377942,7.6357367816164e-13,-1.9999982523459403,Cornwall,Cornwall,Week St Mary
603,"Berry Castle, Cornwall (Berry)",219700,68950,-505766,6532005,-4.54337493727165,50.4924754669609,6.203561230708286e-13,-1.9999984247462135,Cornwall,Cornwall,St Neot
604,"Bishops Wood, Cornwall",182922,48740,-562108,6498133,-5.04950225692161,50.2985031410071,4.3793808355671406e-13,-1.9999986764621902,Cornwall,Cornwall,St Allen
605,"Blacketon Rings, Cornwall (Blacketon Camp)",229346,60163,-490196,6518706,-4.40350394173399,50.4164121699479,6.019225566517474e-13,-1.9999984483266366,Cornwall,Cornwall,Menheniot
606,"Bury Castle, Cornwall",213530,69620,-515476,6532720,-4.63060246616892,50.4965623847282,6.048825299688176e-13,-1.9999984445161139,Cornwall,Cornwall,Cardinham
607,"Cadson Bury, Cornwall",234330,67385,-482749,6530301,-4.33660757033547,50.4827352068116,6.477997792812917e-13,-1.9999983902798015,Cornwall,Cornwall,St Ives
608,"Caer Dane, Cornwall",177757,52188,-570395,6503195,-5.12394439226511,50.3275428130304,4.2388567148028157e-13,-1.9999986978699429,Cornwall,Cornwall,Perranzabuloe
609,"Carn Brea, Cornwall",168600,40700,-583911,6484614,-5.24536020097644,50.2208659039196,3.6466923774339725e-13,-1.9999987922430082,Cornwall,Cornwall,Carn Brea
610,"Carnsew, Cornwall",155640,37130,-603843,6478134,-5.42441416320679,50.1836035518424,3.0283817697242954e-13,-1.9999988993853046,Cornwall,Cornwall,Hayle
611,"Carthamartha, Cornwall (Carthamartha Wood; Inney Fort)",237750,78250,-477914,6547566,-4.29317222163289,50.581324969128,7.131857559690202e-13,-1.9999983109934802,Cornwall,Cornwall,Lezant
612,"Carvossa, Cornwall",191880,48280,-548097,6497976,-4.92364153028553,50.2976012202732,4.678668080340983e-13,-1.999998631984199,Cornwall,Cornwall,Probus
613,"Castle Canyke, Cornwall",208550,65800,-523066,6526436,-4.69878235224201,50.4606392898711,5.749836078156676e-13,-1.9999984834465288,Cornwall,Cornwall,Bodmin
614,"Castle Dore, Cornwall (Ruddon)",210340,54820,-519644,6509307,-4.66804254310693,50.3625816632705,5.396403836802612e-13,-1.9999985307956116,Cornwall,Cornwall,St Sampson
615,"Castle Killibury Camp, Cornwall (Kelly Rounds)",201850,73650,-534025,6538385,-4.79722759055476,50.528925805728,5.765363230559012e-13,-1.9999984814002199,Cornwall,Cornwall,Egloshayle
616,"Castle Pencaire, Cornwall (Castle Pencair)",159943,30040,-596648,6467380,-5.359779551166,50.1217078022475,3.1096695687752963e-13,-1.9999988847117738,Cornwall,Cornwall,Breage
617,"Chun Castle, Cornwall",140507,33943,-627150,6472044,-5.63378862525208,50.1485616450692,2.3215601852757103e-13,-1.9999990363485722,Cornwall,Cornwall,Madron
618,"Dingerein Castle, Cornwall",188190,37530,-553188,6480939,-4.96936939396623,50.1997365620425,4.262671607919683e-13,-1.9999986942172296,Cornwall,Cornwall,Gerrans
619,"Dunmere Wood, Cornwall (Dunmere Camp; Dunmere)",205080,68650,-528667,6530714,-4.74909843579651,50.4850971271169,5.73038866812952e-13,-1.9999984860133861,Cornwall,Cornwall,Lanivet
620,"Engelly, Cornwall (Plyn En Gwear)",180470,52690,-566191,6504158,-5.0861774192935,50.3330682022751,4.3641615840613793e-13,-1.999998678763975,Cornwall,Cornwall,St Allen
621,"Gear Farm, Cornwall (Gear Hill; Gearhill)",172100,24800,-577399,6460046,-5.18686264898805,50.0794466531003,3.440416214102009e-13,-1.9999988268987743,Cornwall,Cornwall,St Martin-in- Meneage
622,"Golden Camp, Cornwall (Golden Fort; Golden)",192440,46870,-547137,6495803,-4.91501475259228,50.2851341542817,4.655858784819689e-13,-1.9999986353229269,Cornwall,Cornwall,Probus
623,"Hall Rings, Cornwall",221436,55526,-502332,6511020,-4.51252944403831,50.3723978051917,5.657673870508783e-13,-1.999998495649792,Cornwall,Cornwall,Pelynt
624,"Helsbury Castle, Cornwall",208387,79589,-524110,6548115,-4.70816098479377,50.5844544828065,6.234468735605563e-13,-1.9999984208269588,Cornwall,Cornwall,Michaelstow
625,"Kestle Rings, Cornwall (Rings Wood, Kestle; The Rings; St Thomas Ring)",228959,84629,-492051,6557180,-4.42017104276704,50.6361305921219,7.214242626426818e-13,-1.9999983012660447,Cornwall,Cornwall,St Thomas the Apostle Rural
626,"Largin Castle, Cornwall",216914,64522,-509893,6524896,-4.58044406209958,50.4518294181879,5.942677903805514e-13,-1.9999984582246721,Cornwall,Cornwall,Braddock
627,"Lescudjack Castle, Cornwall (Hill Castle; Castle Lescudjack; Lescaddock, The Giant's Round)",147540,31040,-616000,6468045,-5.533618761731,50.125538656152,2.6018452314297896e-13,-1.9999989798342819,Cornwall,Cornwall,Penzance
628,"Padderbury Top, Cornwall",231395,61040,-487032,6520186,-4.37508297629969,50.42488454214,6.099287377133596e-13,-1.9999984380413094,Cornwall,Cornwall,St Gerrans
629,"Pencarrow Rounds, Cornwall (Pencarrow Rings)",203969,70008,-530488,6532783,-4.7654530003658,50.4969249331109,5.733993964043096e-13,-1.9999984855371957,Cornwall,Cornwall,Egloshayle
630,"Penhargard Castle, Cornwall",205840,69950,-527551,6532801,-4.73907363158616,50.4970273377577,5.801057642627285e-13,-1.99999847670651,Cornwall,Cornwall,Helland
631,"Resugga Castle, Cornwall",194000,51040,-544956,6502427,-4.89542086400678,50.323135946806,4.823414655257674e-13,-1.999998610983851,Cornwall,Cornwall,St Stephen-in-Brannel
632,"St Nons Camp, Cornwall (St Nun's)",222456,56011,-500763,6511835,-4.49842866268536,50.3770642937779,5.69832010826494e-13,-1.9999984902556365,Cornwall,Cornwall,Muchlarnick
633,"St Stephens Beacon, Cornwall",195970,54520,-542089,6507998,-4.86966593035076,50.3550794001759,4.986401853703078e-13,-1.9999985877108153,Cornwall,Cornwall,St Stephen in Brannel
634,"Tregeare Rounds Camp, Cornwall (Dameliock Castle; Tregaer Rounds)",203300,80030,-532126,6548513,-4.78016586770224,50.5867237637614,6.030301014700493e-13,-1.9999984468997438,Cornwall,Cornwall,St Kew
635,"Veryan Castle, Cornwall (Ringarounds)",190896,38809,-549051,6483104,-4.93220878830302,50.2121867747199,4.3739214527730635e-13,-1.9999986772874154,Cornwall,Cornwall,Veryan
636,"Warbstow Bury Camp, Cornwall",220120,90770,-506284,6566401,-4.5480257616359,50.6886397387743,7.186757902041091e-13,-1.9999983045050396,Cornwall,Cornwall,Warbstow
637,"Trencrom Castle, Cornwall",151790,36210,-609768,6476420,-5.47764083858751,50.173743535802,2.844878887091545e-13,-1.9999989332518784,Cornwall,Cornwall,Ludgvan
638,"Black Head, Cornwall",203929,48001,-529272,6498258,-4.75452747967459,50.2992246151302,4.996863502848258e-13,-1.9999985862300749,Cornwall,Cornwall,St Austell Bay
639,"Carn Les Boel, Cornwall",135689,23236,-633817,6454998,-5.69367794609332,50.0503376047893,2.0344982479438663e-13,-1.9999990978917475,Cornwall,Cornwall,St Leven
640,"Bosigran Castle, Cornwall",141600,36950,-625678,6476817,-5.62056188311102,50.1760290619281,2.390501404362479e-13,-1.9999990221449178,Cornwall,Cornwall,Zennor
641,"Chynhalls Point, Cornwall (Chynhalls; Chynalls)",178594,17423,-566836,6448987,-5.09197114414263,50.015650326201,3.4136303768335284e-13,-1.9999988314743689,Cornwall,Cornwall,St Keverne
642,"Crane Castle, Cornwall",163478,43965,-592117,6489363,-5.31907573310403,50.2481545257928,3.470425561333707e-13,-1.9999988217936409,Cornwall,Cornwall,Illogan
643,"Dodman Castle, Cornwall (Dodman Point; The Dodman)",200100,39850,-534770,6485285,-4.8039200358282,50.2247203780687,4.62454520322158e-13,-1.9999986399198255,Cornwall,Cornwall,St Goran
644,"Griffin's Point, Cornwall (Liveloe; Liveloe Head)",184150,66470,-561324,6526006,-5.04246218609112,50.4581824048696,4.792977823415312e-13,-1.9999986153732887,Cornwall,Cornwall,Mawgan-in-Pydar
645,"Lankidden, Cornwall (Carrack; Carrick Luz Fort; The Castle; Arrowan)",175561,16513,-571482,6447374,-5.13371020678915,50.0063429927619,3.312199581604162e-13,-1.9999988489657552,Cornwall,Cornwall,St Keverne
646,"Little Dennis, Cornwall (Dennis Head; Little Dinas)",178720,25660,-567170,6461820,-5.09497380520063,50.0896718471447,3.659993228840677e-13,-1.9999987900424423,Cornwall,Cornwall,St Anthony-in-Meneage
647,"Maen Castle, Cornwall",134760,25770,-635454,6458870,-5.70838219499292,50.0726669890704,2.019471697309878e-13,-1.9999991012293514,Cornwall,Cornwall,Sennen
648,"Park Head, Cornwall",184150,70800,-561603,6532808,-5.04496163338482,50.4970681107524,4.874295098989615e-13,-1.9999986036769573,Cornwall,Cornwall,St Eval
649,"Penhale Point, Cornwall",175800,59100,-573909,6513896,-5.15551281190983,50.3888696061134,4.2633936136459254e-13,-1.9999986941066485,Cornwall,Cornwall,Perranzabuloe
650,"Rame Head, Cornwall",241814,48292,-470120,6500698,-4.22315885070871,50.3132240699229,5.54982055333103e-13,-1.999998510057645,Cornwall,Cornwall,Maker-with-Rame
651,"Redcliff Castle, Cornwall",184915,69646,-560330,6531044,-5.03352658916274,50.4869859889792,4.891131409543423e-13,-1.9999986012675153,Cornwall,Cornwall,St Eval
652,"Rosemullion Head, Cornwall",179683,27882,-565816,6465345,-5.08281279826147,50.1099850857475,3.7493488574537205e-13,-1.9999987753614643,Cornwall,Cornwall,Mawnan
653,"Round Wood, Cornwall (Roundwood)",183770,40390,-560254,6485129,-5.03284296943492,50.22382384392,4.2086898307143164e-13,-1.9999987025116832,Cornwall,Cornwall,Feock
654,"The Rumps, Cornwall (Rumps Point; Pentire Fort)",193400,81080,-547738,6549567,-4.92041831665562,50.5927342512023,5.579256425054369e-13,-1.999998506111594,Cornwall,Cornwall,St Minver Highlands
655,"Trereen Dinas, Cornwall (Gurnard's Head; Gurnards Head)",143230,38650,-623270,6479593,-5.59892763125773,50.1919969079205,2.475414470285003e-13,-1.9999990049292546,Cornwall,Cornwall,Zennor
656,"Trevelgue Head, Cornwall",182530,63050,-563640,6520533,-5.06326657518325,50.4268708448704,4.651776147909648e-13,-1.9999986359213882,Cornwall,Cornwall,Newquay
657,"Treryn Dinas, Cornwall (Logan Rock)",139760,22180,-627420,6453666,-5.63621296620153,50.042653581102,2.1839155135282979e-13,-1.999999065352363,Cornwall,Cornwall,St Levan
658,"Tubby's Head, Cornwall (Tubby Point)",169833,50485,-582652,6499999,-5.23405464261437,50.3092090477757,3.8537764218592356e-13,-1.9999987584241592,Cornwall,Cornwall,St Agnes
659,"Winecove Point Complex, Cornwall (Wine Cove Point)",185420,73570,-559789,6537245,-5.02867320458338,50.5224111617193,4.992749975544242e-13,-1.999998586812118,Cornwall,Cornwall,St Merryn
660,"Cargoll, Cornwall",181650,56710,-564607,6510533,-5.0719522572063,50.3696084391176,4.4927580739813127e-13,-1.9999986594392107,Cornwall,Cornwall,St Newlyn East
661,"Willapark, Boscastle, Cornwall (Willapark Camp, Willapark, Forrabury and Minster)",209200,91200,-523499,6566469,-4.70266897709913,50.68902234314,6.712341376774174e-13,-1.9999983614224002,Cornwall,Cornwall,Forrabury and Minster
662,"Haughey's Fort, Armagh (Tray)",683458,845300,-747651,7236636,-6.71626276829122,54.3495433841764,2.0744028786204738e-13,-1.9999990890877366,Armagh,Armagh,Tray
663,"Carrigillihy, Cork (Carrigillihy)",522907,532562,-1014276,6717440,-9.11139959563387,51.5403640630263,3.103918864727584e-13,-1.999998885743501,Cork,Cork,Carrigillihy
664,"Caherconree, Kerry (Ballyarkane Oughter, Beheenagh, Gortaleen Mountain)",472643,606700,-1097947,6835889,-9.86302593441565,52.1973587347969,4.570714487374552e-13,-1.999998647858811,Kerry,Kerry,"Ballyarkane Oughter, Beheenagh, Gortaleen Mountain"
665,"Carn Tighernagh, Cork (Corrin Hill)",580624,595936,-922049,6820941,-8.28290453297431,52.1149725139221,3.2477838785143174e-13,-1.9999988602133747,Cork,Cork,Corrin Hill
666,"Clashanimud, Cork (Cashel)",552189,561389,-967728,6764534,-8.69324775476314,51.8027240377716,3.0878093722835847e-13,-1.9999988886387856,Cork,Cork,Clashanimud
667,"Caherdrinny, Cork (Claraghatlea South)",579671,607836,-923677,6840348,-8.29753148813192,52.2219026598643,3.378653513334851e-13,-1.9999988374762776,Cork,Cork,Caherdrinny
668,"Claragh, Cork (Claraghatlea South)",524973,589149,-1012324,6809031,-9.09385870601888,52.0492278770451,3.9562983179260136e-13,-1.9999987420177556,Cork,Cork,Claraghatlea South
669,"Faha, Kerry (Begagh; Binn na Port; An Fhaiche)",446981,611938,-1139967,6843253,-10.2405019487287,52.2378841009239,3.685594690588685e-13,-1.9999987858180217,Kerry,Kerry,Begagh
670,"Glanbane, Kerry",492288,608507,-1066035,6839599,-9.5763546716153,52.2177815588644,4.675891199502688e-13,-1.9999986323902312,Kerry,Kerry,Glanbane
671,"Knockanacuig, Kerry (Lohercannan)",481947,614652,-1083113,6849252,-9.72976898278668,52.2708735518595,4.702073865868885e-13,-1.999998628566609,Kerry,Kerry,Knockanacuig
672,"Dunmurry West, Kildare",671402,716918,-771597,7019689,-6.93137519585764,53.1979029139617,2.642380063398214e-13,-1.999998971918279,Kildare,Kildare,Dunmurry West
673,"Hughstown, Kildare (Carrigeen Hill)",684012,688926,-751407,6972747,-6.75000105592832,52.9445477011107,2.7009031305819403e-13,-1.9999989605957225,Kildare,Kildare,Hughstown
674,"Kill Hill, Kildare",694990,722858,-732113,7028926,-6.57668547334245,53.2475816602376,2.526781971362833e-13,-1.999998994657875,Kildare,Kildare,Kill Hill
675,"Brandon Hill, Kilkenny",669749,639677,-776190,6891777,-6.9726307879132,52.504018357996,2.8155581327378846e-13,-1.999998938763338,Kilkenny,Kilkenny,Brandon Hill
676,"Clonmantagh, Kilkenny (Mount Garret)",633212,665532,-835806,6935020,-7.5081722198329,52.7398436158569,2.958191531144599e-13,-1.9999989122148132,Kilkenny,Kilkenny,Clonmantagh
677,"Toor More, Kilkenny (Donaghmore, Corrandhu Hill)",647554,671002,-812076,6943867,-7.29500667415081,52.7879324511933,2.9029775797989957e-13,-1.9999989224142578,Kilkenny,Kilkenny,Toor More
678,"Freestone Hill, Kilkenny (Coolgrange)",658829,656234,-793765,6919271,-7.1305160870172,52.6541041129854,2.9503772170949216e-13,-1.9999989136525018,Kilkenny,Kilkenny,Freestone Hill
679,"Ballinkillin, Carlow",672174,656293,-771811,6919073,-6.93329982737073,52.6530232682532,2.827183157067876e-13,-1.9999989365747497,Carlow,Carlow,Ballinkillin
680,"Ballylin, Limerick (The Black Hill)",525748,639522,-1012300,6891413,-9.09364892873879,52.5020310961293,4.44114068221554e-13,-1.999998667162323,Limerick,Limerick,Ballylin
681,"Castle Gale, Limerick (Carrig Henry, Darragh More, 'The Citadel')",572098,616007,-936090,6853645,-8.40904100377508,52.2950150831175,3.525015196965035e-13,-1.9999988125632318,Limerick,Limerick,Castle Gale
682,"Friarstown 1, Limerick (Tara Hill)",558213,649283,-959212,6908105,-8.61674604927279,52.5932122361574,3.911160908187524e-13,-1.9999987492145015,Limerick,Limerick,Friarstown
683,"Friarstown 2, Limerick (Tara Hill)",558416,649322,-958879,6908172,-8.61375499983817,52.5935783138902,3.9075405241393274e-13,-1.9999987497935332,Limerick,Limerick,Friarstown
684,"Knocksouna, Limerick",556504,627972,-961710,6873058,-8.63918434540766,52.4015422690369,3.8286946235447993e-13,-1.9999987624710713,Limerick,Limerick,Knocksouna
685,"Lisbane, Limerick (Kilbradran Hill)",528828,644136,-1007361,6899075,-9.04928002564012,52.5439061192725,4.415350884585632e-13,-1.9999986710378659,Limerick,Limerick,Lisbane
686,"Rathcannon, Limerick (Knocktwo, Knockdarnoe)",558662,634045,-958263,6883053,-8.60822486494793,52.4562924698484,3.835603891394356e-13,-1.9999987613549512,Limerick,Limerick,Rathcannon
687,"Tory Hill, Limerick",553170,642877,-967396,6897486,-8.69026710781948,52.5352276068365,3.9774486329731003e-13,-1.99999873865966,Limerick,Limerick,Tory Hill
688,"Granard, Longford (Moatfield, Teemore)",632923,780709,-834956,7127645,-7.5005376178962,53.7749257049622,2.3594036918419693e-13,-1.9999990285261318,Longford,Longford,Granard
689,"Knock Fell, Dumfries & Galloway",225500,555770,-525507,7335943,-4.72070859698681,54.8662077879805,9.657541114073396e-13,-1.9999980345442143,Dumfries & Galloway,Wigtownshire,Old Luce
690,"Brodullagh South, Mayo (Kinlough, Cahermore)",525370,751418,-1015797,7077419,-9.12506008481832,53.5074491642429,3.7850500352369526e-13,-1.999998769544794,Mayo,Mayo,Brodullagh South
691,"Commons of Lloyds, Meath (Lloyd Hill)",672245,776506,-768669,7119788,-6.90506840466473,53.7331947099091,2.3516926982634623e-13,-1.9999990301149144,Meath,Meath,Commons of Lloyds
692,"Kilriffin, Meath (Drumran Hill, Sallybrook)",687134,789850,-743136,7141950,-6.67570282799841,53.8508015981653,2.261751069398404e-13,-1.9999990488425852,Meath,Meath,Kilriffin
693,"Mountfortesque, Meath",693797,779995,-732201,7125043,-6.57746980679006,53.7611095731511,2.2710911983461024e-13,-1.9999990468806583,Meath,Meath,Mountfortesque
694,"Ballycurragh, Offaly (Glebe)",614177,697994,-867027,6988999,-7.78863891957715,53.032431813141,2.7252732292681813e-13,-1.9999989559170093,Offaly,Offaly,Ballycurragh
695,"Ballymacmurragh, Offaly (Clonlee, Cumber Lower)",618816,702193,-859301,6995961,-7.71923295261715,53.0700263572067,2.651258772656352e-13,-1.9999989701924894,Offaly,Offaly,Ballymacmurragh
696,"Cumber Lower, Offaly (Knocknaman Hill, Cumber Upper, Forelacka, Lismoney)",620176,703573,-857032,6998250,-7.69885318907502,53.0823791008393,2.630522704632955e-13,-1.9999989742275681,Offaly,Offaly,Cumber Lower
697,"Dike House, Cumbria (Dyke House)",383700,514100,-250840,7269632,-2.25333659193452,54.5219388969597,7.948803290925832e-13,-1.9999982168787713,Cumbria,Westmorland,Stainmore
698,"Crosshill, Cumbria",323300,544900,-355603,7321818,-3.19443661092892,54.7931208799794,1.6048605575541516e-12,-1.9999974663381777,Cumbria,Cumberland,Waverton
699,"Uldale Fells, Cumbria",327600,534090,-347860,7303210,-3.12487828969676,54.6966329661138,1.35129082670138e-12,-1.999997675099291,Cumbria,Cumberland,Ireby and Uldale
700,"Carrowgarve, Roscommon (Mewlaghadooey Hill, Castleteheen, Mewlaghmore)",572903,778152,-936292,7123381,-8.41085675139088,53.7522839287977,3.336605361608228e-13,-1.9999988447328687,Roscommon,Roscommon,Carrowgarve
701,"Killeenadeema, Roscommon",587563,754982,-911445,7084381,-8.18765072859168,53.5446243290693,3.0263705419103964e-13,-1.9999988997508389,Roscommon,Roscommon,Killeenadeema
702,"Mullaghnashee, Roscommon (Fairymount Hill)",567932,788158,-944798,7140274,-8.48726762462955,53.8419150277615,3.413675073311804e-13,-1.9999988314667188,Roscommon,Roscommon,Mullaghnashee
703,"Sroove, Roscommon (Caldragh)",586280,778809,-913717,7124591,-8.20806009880895,53.7587114782477,3.132062412600787e-13,-1.9999988807033615,Roscommon,Roscommon,Sroove
704,"Carrownrush, Sligo (Carrowmably, Carrowrush)",542685,835054,-988485,7219761,-8.87970935418374,54.2610959858739,3.3566462010728257e-13,-1.99999884126859,Sligo,Sligo,Carrownrush
705,"Drumnagranshy, Sligo (Murhy, Kesh Corann)",571249,812551,-939444,7181774,-8.43916506000372,54.0612984971322,3.3938967179961155e-13,-1.9999988348567954,Sligo,Sligo,Drumnagranshy
706,"Knocknashee, Sligo",555628,818973,-966108,7192516,-8.67869820563693,54.117893589742,3.4525141077362294e-13,-1.9999988248380354,Sligo,Sligo,Knocknashee
707,"Ahenny, Tipperary (Carrigadoon Hill,)",640293,629042,-824627,6874857,-7.40775290314056,52.4114043930064,3.1073547444850187e-13,-1.9999988851269588,Tipperary,Tipperary,Ahenny
708,"Ballincurra, Tipperary (Ballincurra Hill, Killeen, Kilnaneave)",592362,669840,-903159,6942320,-8.11321164123194,52.7795288220733,3.247353462261967e-13,-1.999998860288903,Tipperary,Tipperary,Ballincurra
709,"Curraghadobbin, Tipperary (Curraghadobbin Hill)",636872,628616,-830230,6874203,-7.45808088038943,52.4078166940448,3.1278963227579737e-13,-1.9999988814480212,Tipperary,Tipperary,Curraghadobbin
710,"Garrangrena Lower, Tipperary",600700,669980,-889401,6942562,-7.98962417867744,52.7808406657873,3.124576923112366e-13,-1.999998882041696,Tipperary,Tipperary,Garrangrena Lower
711,"Kedrah, Tipperary",606664,627244,-879656,6872172,-7.90208214690426,52.3966860312721,3.269970298751182e-13,-1.9999988563269175,Tipperary,Tipperary,Kedrah
712,"Knigh, Tipperary",585772,685357,-914107,6968003,-8.21156600597058,52.9188563351202,3.266024468808226e-13,-1.9999988570171534,Tipperary,Tipperary,Knigh
713,"Knockadigeen, Tipperary",593486,670902,-901306,6944080,-8.09657269339989,52.7890885579441,3.2221746769100365e-13,-1.9999988647159515,Tipperary,Tipperary,Knockadigeen
714,"Laghtea, Tipperary",573422,679385,-934495,6958013,-8.3947151980367,52.8647146811002,3.560994690609634e-13,-1.9999988065185899,Tipperary,Tipperary,Laghtea
715,"Liss, Tipperary",603219,664661,-885250,6933767,-7.95233826701524,52.7330253172581,3.1358949514780487e-13,-1.999998880018759,Tipperary,Tipperary,Liss
716,"Ballybuckley, Wexford",694990,633424,-735012,6880812,-6.60272842304819,52.4440205111328,2.248897155548731e-13,-1.9999990515492305,Wexford,Wexford,Ballybuckley
717,"Courthoyle New, Wexford (Rathlyhar)",682232,626839,-756078,6870389,-6.79196379458902,52.3869134431203,2.475771091836269e-13,-1.9999990048575798,Wexford,Wexford,Courthoyle New
718,"Brusselstown Ring, Wicklow (Castlequaters)",692948,691138,-736540,6976148,-6.61645000396018,52.962949797159,2.591881031725088e-13,-1.999998981789603,Wicklow,Wicklow,Brusselstown
719,"Coolagad, Wicklow (Kindlestown Upper)",727013,712570,-679183,7010510,-6.10120030427808,53.148480710253,1.9170769296759918e-13,-1.9999991243112585,Wicklow,Wicklow,Kindlestown Upper
720,"Downshill, Wicklow",725213,710151,-682281,7006557,-6.12903844904423,53.1271780540289,1.957811086401653e-13,-1.9999991150568184,Wicklow,Wicklow,Downshill
721,"Kilcashel, Wicklow",719029,681620,-693732,6959411,-6.23189615184547,52.8722957521791,2.0521249365529586e-13,-1.9999990939922878,Wicklow,Wicklow,Kilcashel
722,"Knockeen, Wicklow (Liss)",690184,673695,-741656,6947321,-6.66241322175373,52.8066932038066,2.6054997054134435e-13,-1.999998979118086,Wicklow,Wicklow,Knockeen
723,"Rathgall, Wicklow (Rath East)",690144,673198,-741738,6946500,-6.66314330594135,52.8022341931236,2.604790670286686e-13,-1.9999989792570019,Wicklow,Wicklow,Rath East
724,"Rathcoran, Wicklow (Coolinarrig Upper, Pinnacle)",688416,689371,-744101,6973355,-6.68437182830666,52.9478389641755,2.6521927672522243e-13,-1.9999989700111132,Wicklow,Wicklow,Coolinarrig Upper
725,"Rathnagree, Wicklow (Tuckmill Upper)",688005,690013,-744762,6974434,-6.69031148896525,52.9536749780286,2.657112561796686e-13,-1.9999989690562456,Wicklow,Wicklow,Tuckmill Upper
726,"Spinans Hill 1, Wicklow (Ballyhubbock Upper)",691957,691588,-738167,6976926,-6.63106888056842,52.9671637687661,2.6062484828806645e-13,-1.9999989789714043,Wicklow,Wicklow,Ballyhubbock Upper
727,"Spinans Hill 2, Wicklow (Brusselstown, Spinans Middle, Castlequater, Castlesallagh, Coolamaddra, Eadestown Hill, Moorstown, Spinans Hill, Ballyhubbock.)",692384,691240,-737471,6976335,-6.62481352496954,52.963963660933,2.6000723680870767e-13,-1.999998980181905,Wicklow,Wicklow,Spinans Middle
728,"Tinoran, Wicklow",685167,690577,-749446,6975455,-6.73238686737943,52.9592005101689,2.6880120741363564e-13,-1.9999989630791595,Wicklow,Wicklow,Tinoran
729,"Sruhaun, Wicklow (Pinnacle)",687806,689205,-745116,6973098,-6.69349097620041,52.9464475357771,2.659592490130925e-13,-1.999998968575259,Wicklow,Wicklow,Sruhaun
730,"Kilranlagh, Wicklow (Colvinstown Upper)",692599,688901,-737189,6972445,-6.6222822728232,52.9429108679033,2.595266633161927e-13,-1.9999989811248098,Wicklow,Wicklow,Kilranlagh
731,"Belmont, Galway",535500,763389,-999075,7097830,-8.97484476600184,53.616351705927,3.6465565033006147e-13,-1.9999987922655087,Galway,Galway,Belmont
732,"Knockacarrigeen, Galway (Carrowntemple, Pollaturk, Cartron)",537801,748825,-994882,7073362,-8.93717698769886,53.4857663738167,3.6900197885073893e-13,-1.9999987850893386,Galway,Galway,Knockacarrigeen
733,"Dún Aonghasa, Galway (Kilmurvy)",481783,709831,-1087187,7006320,-9.76636375312715,53.1258998408695,3.9650788437186867e-13,-1.9999987406225597,Galway,Galway,Kilmurvy
